test_case,request_number,timestamp,latency_ms,status_code
Fake News 1,1,1762886371.191091,74.52821731567383,200
Fake News 1,2,1762886371.256934,65.84024429321289,200
Fake News 1,3,1762886371.316373,59.43727493286133,200
Fake News 1,4,1762886371.3983302,81.9549560546875,200
Fake News 1,5,1762886371.4568288,58.495283126831055,200
Fake News 1,6,1762886371.5556679,98.82402420043945,200
Fake News 1,7,1762886371.620118,64.4378662109375,200
Fake News 1,8,1762886371.678563,58.393239974975586,200
Fake News 1,9,1762886371.736664,58.09497833251953,200
Fake News 1,10,1762886371.7989929,62.31188774108887,200
Fake News 1,11,1762886371.86576,66.76197052001953,200
Fake News 1,12,1762886371.929445,63.6751651763916,200
Fake News 1,13,1762886372.019874,90.42000770568848,200
Fake News 1,14,1762886372.089911,70.03498077392578,200
Fake News 1,15,1762886372.159661,69.7488784790039,200
Fake News 1,16,1762886372.2197561,60.092926025390625,200
Fake News 1,17,1762886372.2758138,56.05506896972656,200
Fake News 1,18,1762886372.338015,62.19887733459473,200
Fake News 1,19,1762886372.409346,71.32887840270996,200
Fake News 1,20,1762886372.484724,75.37364959716797,200
Fake News 1,21,1762886372.567223,82.09800720214844,200
Fake News 1,22,1762886372.674613,107.38468170166016,200
Fake News 1,23,1762886372.783812,109.19690132141113,200
Fake News 1,24,1762886372.869977,86.16209030151367,200
Fake News 1,25,1762886373.027188,157.20605850219727,200
Fake News 1,26,1762886373.127892,100.69394111633301,200
Fake News 1,27,1762886373.2639549,136.05690002441406,200
Fake News 1,28,1762886373.342659,78.69696617126465,200
Fake News 1,29,1762886373.503619,160.95304489135742,200
Fake News 1,30,1762886373.629291,125.66494941711426,200
Fake News 1,31,1762886373.7387269,109.42721366882324,200
Fake News 1,32,1762886373.81654,77.80289649963379,200
Fake News 1,33,1762886373.915412,98.86574745178223,200
Fake News 1,34,1762886373.997698,82.27896690368652,200
Fake News 1,35,1762886374.083617,85.91103553771973,200
Fake News 1,36,1762886374.15975,76.11989974975586,200
Fake News 1,37,1762886374.23037,70.61100006103516,200
Fake News 1,38,1762886374.2978601,67.47889518737793,200
Fake News 1,39,1762886374.36875,70.87111473083496,200
Fake News 1,40,1762886374.429291,60.52994728088379,200
Fake News 1,41,1762886374.667448,238.10195922851562,200
Fake News 1,42,1762886374.770566,103.10506820678711,200
Fake News 1,43,1762886374.892888,122.31206893920898,200
Fake News 1,44,1762886375.012866,119.97103691101074,200
Fake News 1,45,1762886375.119195,106.32514953613281,200
Fake News 1,46,1762886375.216425,97.22185134887695,200
Fake News 1,47,1762886375.308992,92.559814453125,200
Fake News 1,48,1762886375.38851,79.51188087463379,200
Fake News 1,49,1762886375.4518101,63.2929801940918,200
Fake News 1,50,1762886375.521755,69.93722915649414,200
Fake News 1,51,1762886375.595346,73.58598709106445,200
Fake News 1,52,1762886375.69467,99.31397438049316,200
Fake News 1,53,1762886375.758141,63.46702575683594,200
Fake News 1,54,1762886375.8268092,68.66097450256348,200
Fake News 1,55,1762886375.939518,112.7021312713623,200
Fake News 1,56,1762886376.067293,127.76660919189453,200
Fake News 1,57,1762886376.2256389,158.3397388458252,200
Fake News 1,58,1762886376.3038578,78.2158374786377,200
Fake News 1,59,1762886376.405422,101.56011581420898,200
Fake News 1,60,1762886376.586805,181.37788772583008,200
Fake News 1,61,1762886376.780799,193.94397735595703,200
Fake News 1,62,1762886376.8549771,74.17082786560059,200
Fake News 1,63,1762886377.012979,157.99784660339355,200
Fake News 1,64,1762886377.142058,129.07695770263672,200
Fake News 1,65,1762886377.28629,144.22893524169922,200
Fake News 1,66,1762886377.442671,156.37516975402832,200
Fake News 1,67,1762886377.540549,97.87416458129883,200
Fake News 1,68,1762886377.6799722,139.4181251525879,200
Fake News 1,69,1762886377.833927,153.95021438598633,200
Fake News 1,70,1762886377.933944,100.01397132873535,200
Fake News 1,71,1762886378.004831,70.88375091552734,200
Fake News 1,72,1762886378.186553,181.718111038208,200
Fake News 1,73,1762886378.454634,268.064022064209,200
Fake News 1,74,1762886378.62864,174.00288581848145,200
Fake News 1,75,1762886378.929337,300.6892204284668,200
Fake News 1,76,1762886379.1762838,246.94395065307617,200
Fake News 1,77,1762886379.474965,298.6750602722168,200
Fake News 1,78,1762886379.829547,354.5718193054199,200
Fake News 1,79,1762886380.678761,849.2028713226318,200
Fake News 1,80,1762886381.067839,389.0719413757324,200
Fake News 1,81,1762886381.695939,628.0651092529297,200
Fake News 1,82,1762886382.38846,692.5177574157715,200
Fake News 1,83,1762886382.904512,516.0479545593262,200
Fake News 1,84,1762886383.356137,451.61890983581543,200
Fake News 1,85,1762886383.809147,453.0010223388672,200
Fake News 1,86,1762886384.536458,727.3068428039551,200
Fake News 1,87,1762886385.0143292,477.8621196746826,200
Fake News 1,88,1762886385.1822531,167.91391372680664,200
Fake News 1,89,1762886385.3019252,119.66204643249512,200
Fake News 1,90,1762886385.4715111,169.57807540893555,200
Fake News 1,91,1762886385.779094,307.5740337371826,200
Fake News 1,92,1762886386.0411541,262.0522975921631,200
Fake News 1,93,1762886386.14922,108.06393623352051,200
Fake News 1,94,1762886386.3359501,186.72609329223633,200
Fake News 1,95,1762886386.448898,112.9462718963623,200
Fake News 1,96,1762886386.635633,186.73300743103027,200
Fake News 1,97,1762886386.763809,128.1721591949463,200
Fake News 1,98,1762886386.860951,97.13888168334961,200
Fake News 1,99,1762886386.968041,107.08785057067871,200
Fake News 1,100,1762886387.121631,153.58495712280273,200
Fake News 2,1,1762886387.260906,138.5641098022461,200
Fake News 2,2,1762886387.341294,80.38187026977539,200
Fake News 2,3,1762886387.425102,83.8019847869873,200
Fake News 2,4,1762886387.5240462,98.94108772277832,200
Fake News 2,5,1762886387.623636,99.58720207214355,200
Fake News 2,6,1762886387.698378,74.7377872467041,200
Fake News 2,7,1762886387.825587,127.20489501953125,200
Fake News 2,8,1762886387.90062,75.03008842468262,200
Fake News 2,9,1762886388.0109801,110.35585403442383,200
Fake News 2,10,1762886388.069929,58.912038803100586,200
Fake News 2,11,1762886388.144644,74.71203804016113,200
Fake News 2,12,1762886388.210172,65.51909446716309,200
Fake News 2,13,1762886388.337139,126.96194648742676,200
Fake News 2,14,1762886388.398964,61.821937561035156,200
Fake News 2,15,1762886388.484892,85.92391014099121,200
Fake News 2,16,1762886388.550588,65.69123268127441,200
Fake News 2,17,1762886388.61829,67.69394874572754,200
Fake News 2,18,1762886388.683518,65.21868705749512,200
Fake News 2,19,1762886388.7512121,67.68488883972168,200
Fake News 2,20,1762886388.81823,67.01111793518066,200
Fake News 2,21,1762886388.8841631,65.86003303527832,200
Fake News 2,22,1762886388.979628,95.46089172363281,200
Fake News 2,23,1762886389.037929,58.29882621765137,200
Fake News 2,24,1762886389.1386108,100.67987442016602,200
Fake News 2,25,1762886389.215042,76.41911506652832,200
Fake News 2,26,1762886389.2963252,81.27307891845703,200
Fake News 2,27,1762886389.4376802,141.34502410888672,200
Fake News 2,28,1762886389.521182,83.49490165710449,200
Fake News 2,29,1762886389.5858681,64.67890739440918,200
Fake News 2,30,1762886389.648938,63.06004524230957,200
Fake News 2,31,1762886389.709739,60.79268455505371,200
Fake News 2,32,1762886389.768388,58.64286422729492,200
Fake News 2,33,1762886389.856786,88.39559555053711,200
Fake News 2,34,1762886389.950876,94.07997131347656,200
Fake News 2,35,1762886390.023063,72.18313217163086,200
Fake News 2,36,1762886390.084897,61.830997467041016,200
Fake News 2,37,1762886390.150202,65.30308723449707,200
Fake News 2,38,1762886390.2112582,61.05518341064453,200
Fake News 2,39,1762886390.284641,73.38118553161621,200
Fake News 2,40,1762886390.359516,74.86987113952637,200
Fake News 2,41,1762886390.440459,80.89017868041992,200
Fake News 2,42,1762886390.5082922,67.82984733581543,200
Fake News 2,43,1762886390.586577,78.27615737915039,200
Fake News 2,44,1762886390.653381,66.79916381835938,200
Fake News 2,45,1762886390.7151139,61.72990798950195,200
Fake News 2,46,1762886390.7799869,64.87178802490234,200
Fake News 2,47,1762886390.86247,82.48019218444824,200
Fake News 2,48,1762886390.946364,83.89091491699219,200
Fake News 2,49,1762886391.013999,67.62194633483887,200
Fake News 2,50,1762886391.089153,75.14309883117676,200
Fake News 2,51,1762886391.198337,109.18092727661133,200
Fake News 2,52,1762886391.256257,57.917118072509766,200
Fake News 2,53,1762886391.348589,92.32902526855469,200
Fake News 2,54,1762886391.4238021,75.2110481262207,200
Fake News 2,55,1762886391.489877,66.07198715209961,200
Fake News 2,56,1762886391.551457,61.57803535461426,200
Fake News 2,57,1762886391.6090171,57.55805969238281,200
Fake News 2,58,1762886391.670812,61.79213523864746,200
Fake News 2,59,1762886391.7333481,62.53314018249512,200
Fake News 2,60,1762886391.792979,59.62872505187988,200
Fake News 2,61,1762886391.853012,59.989213943481445,200
Fake News 2,62,1762886391.912788,59.77296829223633,200
Fake News 2,63,1762886391.985434,72.64018058776855,200
Fake News 2,64,1762886392.051627,66.18809700012207,200
Fake News 2,65,1762886392.113087,61.44905090332031,200
Fake News 2,66,1762886392.1745012,61.40398979187012,200
Fake News 2,67,1762886392.234995,60.48893928527832,200
Fake News 2,68,1762886392.29809,63.086748123168945,200
Fake News 2,69,1762886392.361676,63.57884407043457,200
Fake News 2,70,1762886392.426442,64.7590160369873,200
Fake News 2,71,1762886392.511203,84.75208282470703,200
Fake News 2,72,1762886392.576677,65.46831130981445,200
Fake News 2,73,1762886392.6454458,68.76325607299805,200
Fake News 2,74,1762886392.7113411,65.88578224182129,200
Fake News 2,75,1762886392.773236,61.89274787902832,200
Fake News 2,76,1762886392.829439,56.20002746582031,200
Fake News 2,77,1762886392.927978,98.53005409240723,200
Fake News 2,78,1762886393.0065112,78.52697372436523,200
Fake News 2,79,1762886393.065546,59.03005599975586,200
Fake News 2,80,1762886393.122242,56.68926239013672,200
Fake News 2,81,1762886393.193708,71.42496109008789,200
Fake News 2,82,1762886393.253865,60.153961181640625,200
Fake News 2,83,1762886393.325946,72.07703590393066,200
Fake News 2,84,1762886393.400418,74.46599006652832,200
Fake News 2,85,1762886393.465688,65.26589393615723,200
Fake News 2,86,1762886393.5686479,102.95581817626953,200
Fake News 2,87,1762886393.651797,83.13989639282227,200
Fake News 2,88,1762886393.719237,67.43597984313965,200
Fake News 2,89,1762886393.7830799,63.83800506591797,200
Fake News 2,90,1762886393.852322,69.23484802246094,200
Fake News 2,91,1762886393.9310951,78.76396179199219,200
Fake News 2,92,1762886393.998158,67.05713272094727,200
Fake News 2,93,1762886394.069037,70.87206840515137,200
Fake News 2,94,1762886394.141052,72.00193405151367,200
Fake News 2,95,1762886394.199353,58.297157287597656,200
Fake News 2,96,1762886394.274503,75.14595985412598,200
Fake News 2,97,1762886394.338057,63.54880332946777,200
Fake News 2,98,1762886394.413086,75.02269744873047,200
Fake News 2,99,1762886394.478764,65.67072868347168,200
Fake News 2,100,1762886394.56829,89.51807022094727,200
Real News 1,1,1762886394.63811,68.8331127166748,200
Real News 1,2,1762886394.708131,70.01709938049316,200
Real News 1,3,1762886394.77188,63.745737075805664,200
Real News 1,4,1762886394.842266,70.38116455078125,200
Real News 1,5,1762886394.9083378,66.05911254882812,200
Real News 1,6,1762886394.974455,66.10512733459473,200
Real News 1,7,1762886395.0855832,111.12022399902344,200
Real News 1,8,1762886395.154051,68.46094131469727,200
Real News 1,9,1762886395.246857,92.79918670654297,200
Real News 1,10,1762886395.33186,84.99574661254883,200
Real News 1,11,1762886395.4150348,83.16707611083984,200
Real News 1,12,1762886395.47981,64.76497650146484,200
Real News 1,13,1762886395.5471191,67.28601455688477,200
Real News 1,14,1762886395.623905,76.78008079528809,200
Real News 1,15,1762886395.734472,110.56113243103027,200
Real News 1,16,1762886395.9926631,258.1770420074463,200
Real News 1,17,1762886396.079144,86.46821975708008,200
Real News 1,18,1762886396.1895812,110.42594909667969,200
Real News 1,19,1762886396.260758,71.16985321044922,200
Real News 1,20,1762886396.347248,86.4870548248291,200
Real News 1,21,1762886396.4257028,78.41205596923828,200
Real News 1,22,1762886396.491075,65.36412239074707,200
Real News 1,23,1762886396.558383,67.30318069458008,200
Real News 1,24,1762886396.6477,89.31088447570801,200
Real News 1,25,1762886396.770188,122.47991561889648,200
Real News 1,26,1762886396.8319292,61.73515319824219,200
Real News 1,27,1762886396.905281,73.34709167480469,200
Real News 1,28,1762886396.976701,71.41399383544922,200
Real News 1,29,1762886397.0476081,70.89996337890625,200
Real News 1,30,1762886397.118737,71.12312316894531,200
Real News 1,31,1762886397.270484,151.74078941345215,200
Real News 1,32,1762886397.379092,108.60204696655273,200
Real News 1,33,1762886397.490828,111.73176765441895,200
Real News 1,34,1762886397.600054,109.21692848205566,200
Real News 1,35,1762886397.71235,112.2891902923584,200
Real News 1,36,1762886397.8500109,137.6500129699707,200
Real News 1,37,1762886397.947424,97.40376472473145,200
Real News 1,38,1762886398.062195,114.7623062133789,200
Real News 1,39,1762886398.1899798,127.77590751647949,200
Real News 1,40,1762886398.317824,127.83694267272949,200
Real News 1,41,1762886398.4289799,111.06300354003906,200
Real News 1,42,1762886398.519074,90.0888442993164,200
Real News 1,43,1762886398.595358,76.27582550048828,200
Real News 1,44,1762886398.722157,126.7859935760498,200
Real News 1,45,1762886398.812497,90.3329849243164,200
Real News 1,46,1762886398.880206,67.7042007446289,200
Real News 1,47,1762886398.9467452,66.53308868408203,200
Real News 1,48,1762886399.0272598,80.50727844238281,200
Real News 1,49,1762886399.096969,69.70095634460449,200
Real News 1,50,1762886399.166875,69.89717483520508,200
Real News 1,51,1762886399.235466,68.58396530151367,200
Real News 1,52,1762886399.3103418,74.87010955810547,200
Real News 1,53,1762886399.3757591,65.40703773498535,200
Real News 1,54,1762886399.444737,68.9690113067627,200
Real News 1,55,1762886399.507773,63.027143478393555,200
Real News 1,56,1762886399.6094341,101.65715217590332,200
Real News 1,57,1762886399.6764119,66.9713020324707,200
Real News 1,58,1762886399.7430122,66.59412384033203,200
Real News 1,59,1762886399.8092291,66.20407104492188,200
Real News 1,60,1762886399.8718011,62.56413459777832,200
Real News 1,61,1762886399.9340842,62.21413612365723,200
Real News 1,62,1762886399.999328,65.24014472961426,200
Real News 1,63,1762886400.086823,87.48865127563477,200
Real News 1,64,1762886400.169937,83.10794830322266,200
Real News 1,65,1762886400.230083,60.140132904052734,200
Real News 1,66,1762886400.2916532,61.565399169921875,200
Real News 1,67,1762886400.35572,64.06092643737793,200
Real News 1,68,1762886400.417703,61.97786331176758,200
Real News 1,69,1762886400.475358,57.649850845336914,200
Real News 1,70,1762886400.5422962,66.93100929260254,200
Real News 1,71,1762886400.606657,64.35203552246094,200
Real News 1,72,1762886400.6759949,69.33021545410156,200
Real News 1,73,1762886400.741316,65.3071403503418,200
Real News 1,74,1762886400.8142169,72.8919506072998,200
Real News 1,75,1762886400.885602,71.37513160705566,200
Real News 1,76,1762886400.9568708,71.26021385192871,200
Real News 1,77,1762886401.020031,63.14873695373535,200
Real News 1,78,1762886401.083725,63.68088722229004,200
Real News 1,79,1762886401.163624,79.88619804382324,200
Real News 1,80,1762886401.2957718,132.1396827697754,200
Real News 1,81,1762886401.400328,104.53295707702637,200
Real News 1,82,1762886401.478616,78.28402519226074,200
Real News 1,83,1762886401.5482419,69.61798667907715,200
Real News 1,84,1762886401.609772,61.52510643005371,200
Real News 1,85,1762886401.696394,86.61794662475586,200
Real News 1,86,1762886401.8300009,133.60309600830078,200
Real News 1,87,1762886401.9834628,153.4578800201416,200
Real News 1,88,1762886402.053316,69.84925270080566,200
Real News 1,89,1762886402.1197288,66.40291213989258,200
Real News 1,90,1762886402.1952882,75.54912567138672,200
Real News 1,91,1762886402.264148,68.84884834289551,200
Real News 1,92,1762886402.3317661,67.60621070861816,200
Real News 1,93,1762886402.426312,94.53582763671875,200
Real News 1,94,1762886402.49966,73.33827018737793,200
Real News 1,95,1762886402.578412,78.74798774719238,200
Real News 1,96,1762886402.641134,62.71505355834961,200
Real News 1,97,1762886402.707438,66.2992000579834,200
Real News 1,98,1762886402.770873,63.42601776123047,200
Real News 1,99,1762886402.841737,70.85704803466797,200
Real News 1,100,1762886402.911347,69.60105895996094,200
Real News 2,1,1762886402.985922,73.4257698059082,200
Real News 2,2,1762886403.0491421,63.215017318725586,200
Real News 2,3,1762886403.114462,65.31596183776855,200
Real News 2,4,1762886403.1773481,62.88003921508789,200
Real News 2,5,1762886403.244193,66.83897972106934,200
Real News 2,6,1762886403.313003,68.8011646270752,200
Real News 2,7,1762886403.3840709,71.05827331542969,200
Real News 2,8,1762886403.446607,62.528133392333984,200
Real News 2,9,1762886403.516238,69.62728500366211,200
Real News 2,10,1762886403.587471,71.22516632080078,200
Real News 2,11,1762886403.653321,65.8419132232666,200
Real News 2,12,1762886403.711584,58.258771896362305,200
Real News 2,13,1762886403.785702,74.11384582519531,200
Real News 2,14,1762886403.882977,97.26786613464355,200
Real News 2,15,1762886404.008193,125.20289421081543,200
Real News 2,16,1762886404.129768,121.56796455383301,200
Real News 2,17,1762886404.195746,65.96517562866211,200
Real News 2,18,1762886404.2860868,90.33584594726562,200
Real News 2,19,1762886404.443529,157.43494033813477,200
Real News 2,20,1762886404.610089,166.55397415161133,200
Real News 2,21,1762886404.686448,76.24435424804688,200
Real News 2,22,1762886404.8035011,117.04802513122559,200
Real News 2,23,1762886404.873966,70.45102119445801,200
Real News 2,24,1762886404.971531,97.55992889404297,200
Real News 2,25,1762886405.0602849,88.74702453613281,200
Real News 2,26,1762886405.1338298,73.53925704956055,200
Real News 2,27,1762886405.196121,62.28303909301758,200
Real News 2,28,1762886405.2555032,59.37504768371582,200
Real News 2,29,1762886405.32197,66.46203994750977,200
Real News 2,30,1762886405.387466,65.49406051635742,200
Real News 2,31,1762886405.448062,60.59074401855469,200
Real News 2,32,1762886405.508,59.929847717285156,200
Real News 2,33,1762886405.571135,63.127994537353516,200
Real News 2,34,1762886405.630668,59.52906608581543,200
Real News 2,35,1762886405.700188,69.51403617858887,200
Real News 2,36,1762886405.7606258,60.43386459350586,200
Real News 2,37,1762886405.82372,63.086748123168945,200
Real News 2,38,1762886405.882645,58.91895294189453,200
Real News 2,39,1762886405.945604,62.952280044555664,200
Real News 2,40,1762886406.0088918,63.28392028808594,200
Real News 2,41,1762886406.0674329,58.49194526672363,200
Real News 2,42,1762886406.134775,67.33894348144531,200
Real News 2,43,1762886406.198263,63.48395347595215,200
Real News 2,44,1762886406.272151,73.883056640625,200
Real News 2,45,1762886406.3262799,54.126739501953125,200
Real News 2,46,1762886406.392462,66.17999076843262,200
Real News 2,47,1762886406.455341,62.87503242492676,200
Real News 2,48,1762886406.520551,65.20390510559082,200
Real News 2,49,1762886406.589526,68.96567344665527,200
Real News 2,50,1762886406.6558359,66.30110740661621,200
Real News 2,51,1762886406.727804,71.95687294006348,200
Real News 2,52,1762886406.787176,59.36694145202637,200
Real News 2,53,1762886406.8450408,57.862281799316406,200
Real News 2,54,1762886406.917164,72.1137523651123,200
Real News 2,55,1762886406.983296,66.12682342529297,200
Real News 2,56,1762886407.0633118,80.00731468200684,200
Real News 2,57,1762886407.12742,64.09907341003418,200
Real News 2,58,1762886407.204554,77.12483406066895,200
Real News 2,59,1762886407.2693279,64.76616859436035,200
Real News 2,60,1762886407.327601,58.26401710510254,200
Real News 2,61,1762886407.5726259,244.9510097503662,200
Real News 2,62,1762886407.640043,67.40880012512207,200
Real News 2,63,1762886407.704559,64.50891494750977,200
Real News 2,64,1762886407.773528,68.96328926086426,200
Real News 2,65,1762886407.8476539,74.11980628967285,200
Real News 2,66,1762886407.9105122,62.85405158996582,200
Real News 2,67,1762886407.9778838,67.3680305480957,200
Real News 2,68,1762886408.046974,69.07963752746582,200
Real News 2,69,1762886408.120804,73.82607460021973,200
Real News 2,70,1762886408.193058,72.21293449401855,200
Real News 2,71,1762886408.282465,89.40386772155762,200
Real News 2,72,1762886408.367543,85.07204055786133,200
Real News 2,73,1762886408.432461,64.9101734161377,200
Real News 2,74,1762886408.508888,76.42102241516113,200
Real News 2,75,1762886408.580396,71.50006294250488,200
Real News 2,76,1762886408.6439738,63.57121467590332,200
Real News 2,77,1762886408.712075,68.09711456298828,200
Real News 2,78,1762886408.7813382,69.24915313720703,200
Real News 2,79,1762886408.8618371,80.48892021179199,200
Real News 2,80,1762886408.927352,65.5059814453125,200
Real News 2,81,1762886408.995135,67.72398948669434,200
Real News 2,82,1762886409.100537,105.39817810058594,200
Real News 2,83,1762886409.168743,68.19820404052734,200
Real News 2,84,1762886409.2486022,79.84614372253418,200
Real News 2,85,1762886409.3112519,62.64185905456543,200
Real News 2,86,1762886409.375543,64.28098678588867,200
Real News 2,87,1762886409.4427772,67.22307205200195,200
Real News 2,88,1762886409.5071402,64.35513496398926,200
Real News 2,89,1762886409.59148,84.33103561401367,200
Real News 2,90,1762886409.866271,274.7800350189209,200
Real News 2,91,1762886409.948624,82.34119415283203,200
Real News 2,92,1762886410.02838,79.74791526794434,200
Real News 2,93,1762886410.104358,75.96802711486816,200
Real News 2,94,1762886410.195652,91.2790298461914,200
Real News 2,95,1762886410.273654,77.99410820007324,200
Real News 2,96,1762886410.347636,73.97675514221191,200
Real News 2,97,1762886410.409187,61.54179573059082,200
Real News 2,98,1762886410.501539,92.3452377319336,200
Real News 2,99,1762886410.581641,80.0929069519043,200
Real News 2,100,1762886410.652029,70.37711143493652,200
